Tc Initial, Run #1
Time ( s )	Y (  )
90,650	22,469
90,750	22,469
90,850	22,469
90,950	22,469
91,050	22,469
91,150	22,469
91,250	22,469
91,350	22,469
91,450	22,469
91,550	22,469
91,650	22,469
91,750	22,469
91,850	22,469
91,950	22,469
92,050	22,469
92,150	22,469
92,250	22,469
92,350	22,469
92,450	22,469
92,550	22,469
92,650	22,469
92,750	22,469
92,850	22,469
92,950	22,469
93,050	22,469
93,150	22,469
93,250	22,469
93,350	22,469
93,450	22,469
93,550	22,469
93,650	22,469
93,750	22,469
93,850	22,469
93,950	22,469
94,050	22,469
94,150	22,469
94,250	22,469
94,350	22,469
94,450	22,469
94,550	22,469
94,650	22,469
94,750	22,469
94,850	22,469
94,950	22,469
95,050	22,469
95,150	22,469
95,250	22,469
95,350	22,469
95,450	22,469
95,550	22,469
95,650	22,469
95,750	22,469
95,850	22,469
95,950	22,469
96,050	22,469
96,150	22,469
96,250	22,469
96,350	22,469
96,450	22,469
96,550	22,469
96,650	22,469
96,750	22,469
96,850	22,469
96,950	22,469
97,050	22,469
97,150	22,469
97,250	22,469
97,350	22,469
97,450	22,469
97,550	22,469
97,650	22,469
97,750	22,469
97,850	22,469
97,950	22,469
98,050	22,469
98,150	22,469
98,250	22,469
98,350	22,469
98,450	22,469
98,550	22,469
98,650	22,469
98,750	22,469
98,850	22,469
98,950	22,469
99,050	22,469
99,150	22,469
99,250	22,469
99,350	22,469
99,450	22,469
99,550	22,469
99,650	22,469
99,750	22,469
99,850	22,469
99,950	22,469
100,050	22,469
100,150	22,469
100,250	22,469
100,350	22,469
100,450	22,469
100,550	22,469
100,650	22,469
100,750	22,469
100,850	22,469
100,950	22,469
101,050	22,469
101,150	22,469
101,250	22,469
101,350	22,469
101,450	22,469
101,550	22,469
101,650	22,469
101,750	22,469
101,850	22,469
101,950	22,469
102,050	22,469
102,150	22,469
102,250	22,469
102,350	22,469
102,450	22,469
102,550	22,469
102,650	22,469
102,750	22,469
102,850	22,469
102,950	22,469
103,050	22,469
103,150	22,469
103,250	22,469
103,350	22,469
103,450	22,469
103,550	22,469
103,650	22,469
103,750	22,469
103,850	22,469
103,950	22,469
104,050	22,469
104,150	22,469
104,250	22,469
104,350	22,469
104,450	22,469
104,550	22,469
104,650	22,469
104,750	22,469
104,850	22,469
104,950	22,469
105,050	22,469
105,150	22,469
105,250	22,469
105,350	22,469
105,450	22,469
105,550	22,469
105,650	22,469
105,750	22,469
105,850	22,469
105,950	22,469
106,050	22,469
106,150	22,469
106,250	22,469
106,350	22,469
106,450	22,469
106,550	22,469
106,650	22,469
106,750	22,469
106,850	22,469
106,950	22,469
107,050	22,469
107,150	22,469
107,250	22,469
107,350	22,469
107,450	22,469
107,550	22,469
107,650	22,469
107,750	22,469
107,850	22,469
107,950	22,469
108,050	22,469
108,150	22,469
108,250	22,469
108,350	22,469
108,450	22,469
108,550	22,469
108,650	22,469
108,750	22,469
