Power Generated, Run #1
Time ( s )	Power Generated ( W )
209,900	1,066E-3
210,000	1,060E-3
210,100	1,054E-3
210,200	1,040E-3
210,300	1,027E-3
210,400	1,016E-3
210,500	1,009E-3
210,600	1,004E-3
210,700	9,980E-4
210,800	9,933E-4
210,900	9,949E-4
211,000	9,975E-4
211,100	9,965E-4
211,200	9,939E-4
211,300	9,867E-4
211,400	9,805E-4
211,500	9,749E-4
211,600	9,719E-4
211,700	9,662E-4
211,800	9,607E-4
211,900	9,561E-4
212,000	9,515E-4
212,100	9,505E-4
212,200	9,495E-4
212,300	9,486E-4
212,400	9,450E-4
212,500	9,405E-4
212,600	9,375E-4
212,700	9,336E-4
212,800	9,287E-4
212,900	9,238E-4
213,000	9,188E-4
213,100	9,159E-4
213,200	9,129E-4
213,300	9,119E-4
213,400	9,119E-4
213,500	9,129E-4
213,600	9,159E-4
213,700	9,178E-4
213,800	9,188E-4
213,900	9,178E-4
214,000	9,134E-4
214,100	9,047E-4
214,200	8,959E-4
214,300	8,871E-4
214,400	8,788E-4
214,500	8,715E-4
214,600	8,652E-4
214,700	8,622E-4
214,800	8,603E-4
214,900	8,594E-4
215,000	8,584E-4
215,100	8,575E-4
215,200	8,551E-4
215,300	8,527E-4
215,400	8,503E-4
215,500	8,455E-4
215,600	8,431E-4
215,700	8,431E-4
215,800	8,431E-4
215,900	8,431E-4
216,000	8,431E-4
216,100	8,431E-4
216,200	8,422E-4
216,300	8,403E-4
216,400	8,375E-4
216,500	8,337E-4
216,600	8,290E-4
216,700	8,234E-4
216,800	8,177E-4
216,900	8,111E-4
217,000	8,042E-4
217,100	7,959E-4
217,200	7,894E-4
217,300	7,839E-4
217,400	7,816E-4
217,500	7,825E-4
217,600	7,803E-4
217,700	7,767E-4
217,800	7,735E-4
217,900	7,726E-4
218,000	7,699E-4
218,100	7,695E-4
218,200	7,667E-4
218,300	7,616E-4
218,400	7,598E-4
218,500	7,580E-4
218,600	7,584E-4
218,700	7,588E-4
218,800	7,579E-4
218,900	7,548E-4
219,000	7,517E-4
219,100	7,477E-4
219,200	7,427E-4
219,300	7,400E-4
219,400	7,369E-4
219,500	7,338E-4
219,600	7,329E-4
219,700	7,311E-4
219,800	7,285E-4
219,900	7,276E-4
220,000	7,276E-4
220,100	7,267E-4
220,200	7,249E-4
220,300	7,231E-4
220,400	7,191E-4
220,500	7,170E-4
220,600	7,179E-4
220,700	7,157E-4
220,800	7,135E-4
220,900	7,132E-4
221,000	7,128E-4
221,100	7,115E-4
221,200	7,094E-4
221,300	7,064E-4
221,400	7,033E-4
221,500	7,037E-4
221,600	7,019E-4
221,700	6,984E-4
221,800	6,940E-4
221,900	6,885E-4
222,000	6,859E-4
222,100	6,825E-4
222,200	6,769E-4
222,300	6,701E-4
222,400	6,654E-4
222,500	6,616E-4
222,600	6,587E-4
222,700	6,578E-4
222,800	6,570E-4
222,900	6,570E-4
223,000	6,570E-4
223,100	6,570E-4
223,200	6,570E-4
223,300	6,570E-4
223,400	6,570E-4
223,500	6,570E-4
223,600	6,570E-4
223,700	6,570E-4
223,800	6,570E-4
223,900	6,570E-4
224,000	6,570E-4
224,100	6,549E-4
224,200	6,529E-4
224,300	6,529E-4
224,400	6,529E-4
224,500	6,529E-4
224,600	6,520E-4
224,700	6,512E-4
224,800	6,483E-4
224,900	6,454E-4
225,000	6,425E-4
225,100	6,368E-4
225,200	6,311E-4
225,300	6,254E-4
225,400	6,233E-4
225,500	6,205E-4
225,600	6,168E-4
225,700	6,163E-4
225,800	6,178E-4
225,900	6,182E-4
226,000	6,157E-4
226,100	6,106E-4
226,200	6,017E-4
226,300	5,965E-4
226,400	5,940E-4
226,500	5,913E-4
226,600	5,865E-4
226,700	5,837E-4
226,800	5,837E-4
226,900	5,873E-4
227,000	5,916E-4
227,100	5,924E-4
227,200	5,941E-4
227,300	5,941E-4
227,400	5,933E-4
227,500	5,924E-4
227,600	5,924E-4
227,700	5,889E-4
227,800	5,853E-4
227,900	5,845E-4
228,000	5,821E-4
228,100	5,805E-4
228,200	5,796E-4
228,300	5,769E-4
228,400	5,715E-4
228,500	5,688E-4
228,600	5,661E-4
228,700	5,634E-4
228,800	5,615E-4
228,900	5,596E-4
229,000	5,577E-4
229,100	5,558E-4
229,200	5,550E-4
229,300	5,561E-4
229,400	5,572E-4
229,500	5,538E-4
229,600	5,503E-4
229,700	5,469E-4
229,800	5,435E-4
229,900	5,438E-4
230,000	5,449E-4
230,100	5,422E-4
230,200	5,388E-4
230,300	5,380E-4
230,400	5,373E-4
230,500	5,357E-4
230,600	5,334E-4
230,700	5,292E-4
230,800	5,243E-4
230,900	5,212E-4
231,000	5,197E-4
231,100	5,181E-4
231,200	5,158E-4
231,300	5,143E-4
231,400	5,143E-4
231,500	5,135E-4
231,600	5,143E-4
231,700	5,151E-4
231,800	5,143E-4
