Power, Run #1
Time ( s )	Input Power ( W )
363,500	0,000
363,600	0,000
363,700	0,000
363,800	0,000
363,900	1,369E-5
364,000	1,642E-5
364,100	0,000
364,200	0,000
364,300	1,642E-5
364,400	1,642E-5
364,500	0,000
364,600	0,000
364,700	0,000
364,800	0,000
364,900	0,000
365,000	0,000
365,100	1,369E-5
365,200	1,642E-5
365,300	1,369E-5
365,400	0,000
365,500	0,000
365,600	0,000
365,700	0,000
365,800	0,000
365,900	0,000
366,000	1,642E-5
366,100	0,000
366,200	0,000
366,300	0,000
366,400	0,000
366,500	0,000
366,600	0,000
366,700	1,642E-5
366,800	0,000
366,900	0,000
367,000	0,000
367,100	0,000
367,200	0,000
367,300	0,000
367,400	0,000
367,500	1,642E-5
367,600	0,000
367,700	1,369E-5
367,800	0,000
367,900	1,642E-5
368,000	0,000
368,100	0,000
368,200	1,369E-5
368,300	0,000
368,400	1,369E-5
368,500	0,000
368,600	0,000
368,700	1,642E-5
368,800	1,642E-5
368,900	0,000
369,000	0,000
369,100	0,000
369,200	0,000
369,300	1,642E-5
369,400	0,000
369,500	1,642E-5
369,600	1,369E-5
369,700	0,000
369,800	0,000
369,900	1,369E-5
370,000	1,369E-5
370,100	0,000
370,200	1,642E-5
370,300	1,642E-5
370,400	1,369E-5
370,500	1,642E-5
370,600	0,000
370,700	0,000
370,800	1,642E-5
370,900	1,642E-5
371,000	1,642E-5
371,100	1,642E-5
371,200	0,000
371,300	1,642E-5
371,400	1,642E-5
371,500	1,642E-5
371,600	0,000
371,700	0,000
371,800	1,642E-5
371,900	0,000
372,000	0,000
372,100	0,000
372,200	1,642E-5
372,300	0,000
372,400	1,369E-5
372,500	0,000
372,600	0,000
372,700	0,000
372,800	1,369E-5
372,900	0,000
373,000	0,000
373,100	1,642E-5
373,200	1,642E-5
373,300	0,000
373,400	1,369E-5
373,500	1,642E-5
373,600	1,642E-5
373,700	1,642E-5
373,800	1,369E-5
373,900	1,369E-5
374,000	0,000
374,100	1,642E-5
374,200	0,000
374,300	1,369E-5
374,400	1,642E-5
374,500	1,369E-5
374,600	0,000
374,700	1,642E-5
374,800	1,369E-5
374,900	1,642E-5
375,000	1,642E-5
375,100	1,642E-5
375,200	0,000
375,300	0,000
375,400	1,642E-5
375,500	1,369E-5
375,600	0,000
375,700	1,642E-5
375,800	1,369E-5
375,900	1,642E-5
376,000	0,000
376,100	1,642E-5
376,200	1,369E-5
376,300	1,642E-5
376,400	0,000
376,500	1,369E-5
376,600	1,642E-5
376,700	1,642E-5
376,800	0,000
376,900	1,642E-5
377,000	1,369E-5
377,100	1,369E-5
377,200	1,642E-5
377,300	1,642E-5
377,400	1,642E-5
377,500	1,369E-5
377,600	1,642E-5
377,700	1,642E-5
377,800	1,642E-5
377,900	0,000
378,000	0,000
378,100	1,642E-5
378,200	1,369E-5
378,300	1,642E-5
378,400	1,642E-5
378,500	1,642E-5
378,600	0,000
378,700	1,369E-5
378,800	1,642E-5
378,900	1,642E-5
379,000	1,642E-5
379,100	1,642E-5
379,200	1,642E-5
379,300	1,369E-5
379,400	1,642E-5
379,500	1,369E-5
379,600	1,642E-5
379,700	1,642E-5
379,800	1,642E-5
379,900	1,369E-5
380,000	1,642E-5
380,100	1,642E-5
380,200	0,000
380,300	1,369E-5
380,400	1,369E-5
380,500	1,369E-5
380,600	1,369E-5
380,700	1,369E-5
380,800	1,369E-5
380,900	1,369E-5
381,000	1,642E-5
381,100	1,369E-5
381,200	1,369E-5
381,300	1,642E-5
381,400	1,369E-5
381,500	1,369E-5
381,600	1,369E-5
381,700	1,642E-5
381,800	1,369E-5
381,900	1,369E-5
382,000	1,642E-5
382,100	1,369E-5
382,200	1,642E-5
382,300	1,642E-5
382,400	1,369E-5
382,500	1,369E-5
382,600	1,642E-5
382,700	1,369E-5
382,800	1,642E-5
382,900	1,369E-5
383,000	1,369E-5
383,100	1,369E-5
383,200	0,000
383,300	1,369E-5
383,400	1,642E-5
383,500	1,642E-5
383,600	1,369E-5
383,700	0,000
383,800	1,369E-5
383,900	0,000
384,000	1,642E-5
384,100	1,369E-5
384,200	1,642E-5
384,300	1,369E-5
384,400	1,369E-5
384,500	1,369E-5
384,600	1,642E-5
384,700	1,642E-5
384,800	1,369E-5
384,900	0,000
385,000	1,369E-5
385,100	1,369E-5
385,200	1,369E-5
385,300	1,642E-5
385,400	1,369E-5
385,500	1,369E-5
385,600	1,642E-5
385,700	1,642E-5
385,800	0,000
385,900	1,642E-5
386,000	1,642E-5
386,100	1,642E-5
386,200	0,000
386,300	1,369E-5
386,400	1,369E-5
386,500	1,369E-5
386,600	0,000
386,700	0,000
386,800	1,369E-5
386,900	1,642E-5
387,000	0,000
387,100	1,642E-5
387,200	1,369E-5
387,300	1,369E-5
387,400	1,369E-5
387,500	1,369E-5
387,600	1,369E-5
387,700	0,000
387,800	1,369E-5
387,900	1,369E-5
388,000	1,642E-5
388,100	1,642E-5
388,200	1,369E-5
388,300	1,369E-5
388,400	1,369E-5
388,500	1,369E-5
388,600	0,000
388,700	1,369E-5
388,800	1,369E-5
388,900	1,642E-5
389,000	1,369E-5
389,100	0,000
389,200	1,642E-5
389,300	1,369E-5
389,400	1,369E-5
389,500	1,642E-5
389,600	0,000
389,700	0,000
389,800	1,369E-5
389,900	1,369E-5
390,000	1,369E-5
390,100	1,369E-5
390,200	1,369E-5
390,300	1,642E-5
390,400	0,000
390,500	0,000
390,600	1,642E-5
390,700	0,000
390,800	1,642E-5
390,900	0,000
391,000	1,369E-5
391,100	0,000
391,200	1,369E-5
391,300	0,000
391,400	0,000
391,500	0,000
391,600	1,369E-5
391,700	0,000
391,800	1,369E-5
391,900	1,642E-5
392,000	1,369E-5
392,100	1,369E-5
392,200	1,369E-5
392,300	1,642E-5
392,400	1,642E-5
392,500	0,000
392,600	1,369E-5
392,700	1,369E-5
392,800	1,642E-5
392,900	0,000
393,000	0,000
393,100	0,000
393,200	1,369E-5
393,300	1,369E-5
393,400	0,000
393,500	0,000
393,600	1,642E-5
393,700	1,642E-5
393,800	1,369E-5
393,900	1,369E-5
394,000	1,369E-5
394,100	1,369E-5
394,200	0,000
394,300	1,369E-5
394,400	1,369E-5
394,500	1,369E-5
394,600	1,369E-5
394,700	0,000
394,800	0,000
394,900	1,642E-5
395,000	0,000
395,100	1,369E-5
395,200	1,369E-5
395,300	0,000
395,400	1,369E-5
395,500	0,000
395,600	1,369E-5
395,700	1,369E-5
395,800	1,369E-5
395,900	0,000
396,000	1,369E-5
396,100	1,369E-5
396,200	1,369E-5
396,300	1,642E-5
396,400	1,369E-5
396,500	1,369E-5
396,600	0,000
396,700	0,000
396,800	1,369E-5
396,900	1,369E-5
397,000	1,369E-5
397,100	1,369E-5
397,200	1,369E-5
397,300	1,369E-5
397,400	1,369E-5
397,500	1,369E-5
397,600	1,369E-5
397,700	1,642E-5
397,800	0,000
397,900	1,369E-5
398,000	1,369E-5
398,100	1,642E-5
398,200	1,369E-5
398,300	1,642E-5
398,400	0,000
398,500	0,000
398,600	1,369E-5
398,700	1,369E-5
398,800	0,000
398,900	0,000
399,000	0,000
399,100	1,369E-5
399,200	0,000
399,300	1,369E-5
399,400	1,369E-5
399,500	1,369E-5
399,600	1,369E-5
399,700	1,369E-5
399,800	0,000
399,900	0,000
400,000	1,642E-5
400,100	1,369E-5
400,200	1,369E-5
400,300	1,369E-5
400,400	1,642E-5
400,500	1,369E-5
400,600	0,000
400,700	1,369E-5
400,800	1,369E-5
400,900	1,369E-5
401,000	1,642E-5
401,100	1,369E-5
401,200	0,000
401,300	1,369E-5
401,400	1,642E-5
401,500	1,369E-5
401,600	1,369E-5
401,700	1,642E-5
401,800	1,369E-5
401,900	1,369E-5
402,000	1,369E-5
402,100	1,369E-5
402,200	0,000
402,300	1,369E-5
402,400	1,369E-5
402,500	0,000
402,600	1,369E-5
402,700	0,000
402,800	1,369E-5
402,900	1,369E-5
403,000	1,369E-5
403,100	1,369E-5
403,200	1,642E-5
403,300	1,369E-5
403,400	1,642E-5
403,500	1,369E-5
403,600	1,369E-5
403,700	0,000
403,800	1,369E-5
403,900	1,369E-5
404,000	0,000
404,100	1,369E-5
404,200	0,000
404,300	0,000
404,400	1,369E-5
404,500	1,369E-5
404,600	0,000
404,700	0,000
404,800	1,369E-5
404,900	0,000
405,000	0,000
405,100	1,369E-5
405,200	1,369E-5
405,300	1,369E-5
405,400	0,000
405,500	1,369E-5
405,600	1,369E-5
405,700	1,369E-5
405,800	0,000
405,900	1,369E-5
406,000	0,000
406,100	0,000
406,200	1,369E-5
406,300	1,369E-5
406,400	1,369E-5
406,500	1,369E-5
406,600	1,369E-5
406,700	1,369E-5
406,800	1,642E-5
406,900	1,369E-5
407,000	0,000
407,100	1,369E-5
407,200	1,369E-5
407,300	1,369E-5
407,400	1,369E-5
407,500	0,000
407,600	0,000
407,700	0,000
407,800	1,369E-5
407,900	1,369E-5
408,000	1,369E-5
408,100	1,369E-5
408,200	1,369E-5
408,300	1,369E-5
408,400	1,369E-5
408,500	1,369E-5
408,600	1,642E-5
408,700	1,369E-5
408,800	1,369E-5
408,900	1,369E-5
409,000	1,369E-5
409,100	1,369E-5
409,200	1,369E-5
409,300	1,369E-5
409,400	0,000
409,500	0,000
409,600	0,000
409,700	1,369E-5
409,800	1,369E-5
409,900	1,369E-5
410,000	1,369E-5
410,100	1,369E-5
410,200	1,369E-5
410,300	1,369E-5
410,400	0,000
410,500	1,369E-5
410,600	1,642E-5
410,700	1,369E-5
410,800	0,000
410,900	1,369E-5
411,000	0,000
411,100	1,369E-5
411,200	1,369E-5
411,300	1,369E-5
411,400	0,000
411,500	1,369E-5
411,600	0,000
411,700	0,000
411,800	0,000
411,900	1,369E-5
412,000	0,000
412,100	0,000
412,200	1,369E-5
412,300	1,369E-5
412,400	1,369E-5
412,500	1,369E-5
412,600	1,369E-5
412,700	0,000
412,800	0,000
412,900	1,369E-5
413,000	1,642E-5
413,100	1,369E-5
413,200	1,642E-5
413,300	1,369E-5
413,400	1,369E-5
413,500	1,642E-5
413,600	1,369E-5
413,700	1,369E-5
413,800	1,369E-5
413,900	1,369E-5
414,000	1,369E-5
414,100	0,000
414,200	1,369E-5
414,300	1,369E-5
414,400	1,369E-5
414,500	1,369E-5
414,600	1,369E-5
414,700	1,369E-5
414,800	1,369E-5
414,900	1,369E-5
415,000	1,369E-5
415,100	1,369E-5
415,200	1,642E-5
415,300	0,000
415,400	1,642E-5
415,500	0,000
415,600	1,369E-5
415,700	1,369E-5
415,800	1,369E-5
415,900	1,642E-5
416,000	1,369E-5
416,100	1,369E-5
416,200	1,369E-5
416,300	1,369E-5
416,400	1,369E-5
416,500	1,369E-5
416,600	1,369E-5
416,700	1,369E-5
416,800	1,369E-5
416,900	1,369E-5
417,000	1,369E-5
417,100	1,369E-5
417,200	1,369E-5
417,300	1,369E-5
417,400	1,369E-5
417,500	1,369E-5
417,600	0,000
417,700	0,000
417,800	1,369E-5
417,900	1,369E-5
418,000	1,369E-5
418,100	1,369E-5
418,200	1,642E-5
418,300	1,369E-5
418,400	1,369E-5
418,500	1,369E-5
418,600	1,369E-5
418,700	1,369E-5
418,800	1,369E-5
418,900	1,369E-5
419,000	1,642E-5
419,100	0,000
419,200	1,369E-5
419,300	1,369E-5
419,400	1,369E-5
419,500	0,000
419,600	1,642E-5
419,700	1,369E-5
419,800	1,369E-5
419,900	1,369E-5
420,000	1,369E-5
420,100	1,369E-5
420,200	1,369E-5
420,300	1,369E-5
420,400	1,369E-5
420,500	1,369E-5
420,600	1,369E-5
420,700	1,369E-5
420,800	1,369E-5
420,900	1,369E-5
421,000	1,369E-5
421,100	0,000
421,200	0,000
421,300	0,000
421,400	1,369E-5
421,500	1,642E-5
421,600	1,642E-5
421,700	1,369E-5
421,800	1,369E-5
421,900	1,369E-5
422,000	1,369E-5
422,100	1,369E-5
422,200	1,369E-5
422,300	1,369E-5
422,400	0,000
422,500	1,369E-5
422,600	0,000
422,700	1,369E-5
422,800	0,000
422,900	1,642E-5
423,000	1,369E-5
423,100	1,369E-5
423,200	1,369E-5
423,300	1,642E-5
423,400	1,369E-5
423,500	1,369E-5
423,600	0,000
423,700	0,000
423,800	1,369E-5
423,900	1,095E-5
424,000	1,642E-5
424,100	1,369E-5
424,200	1,369E-5
424,300	1,369E-5
424,400	1,642E-5
424,500	1,369E-5
424,600	1,369E-5
424,700	1,369E-5
424,800	1,369E-5
424,900	1,095E-5
425,000	1,369E-5
425,100	0,000
425,200	1,369E-5
425,300	1,369E-5
425,400	1,369E-5
425,500	1,642E-5
425,600	1,369E-5
425,700	1,369E-5
425,800	1,369E-5
425,900	1,369E-5
426,000	1,369E-5
426,100	1,369E-5
426,200	1,642E-5
426,300	1,369E-5
426,400	1,369E-5
426,500	0,000
426,600	1,369E-5
426,700	1,369E-5
426,800	1,369E-5
426,900	0,000
427,000	1,369E-5
427,100	1,369E-5
427,200	0,000
427,300	1,369E-5
427,400	1,369E-5
427,500	1,369E-5
427,600	1,642E-5
427,700	1,369E-5
427,800	0,000
427,900	1,369E-5
428,000	1,369E-5
428,100	0,000
428,200	0,000
428,300	1,369E-5
428,400	1,369E-5
428,500	1,369E-5
428,600	1,369E-5
428,700	0,000
428,800	0,000
428,900	1,369E-5
429,000	1,369E-5
429,100	0,000
429,200	0,000
429,300	0,000
429,400	0,000
429,500	0,000
429,600	1,369E-5
429,700	0,000
429,800	1,369E-5
429,900	0,000
430,000	1,369E-5
430,100	1,369E-5
430,200	0,000
430,300	1,369E-5
430,400	1,369E-5
430,500	1,369E-5
430,600	1,369E-5
430,700	1,369E-5
430,800	1,369E-5
430,900	0,000
431,000	1,369E-5
431,100	1,369E-5
431,200	0,000
431,300	1,369E-5
431,400	0,000
431,500	1,642E-5
431,600	1,369E-5
431,700	1,642E-5
431,800	1,369E-5
431,900	0,000
432,000	1,369E-5
432,100	1,369E-5
432,200	1,642E-5
432,300	1,369E-5
432,400	1,369E-5
432,500	1,369E-5
432,600	1,369E-5
432,700	1,369E-5
432,800	1,369E-5
432,900	0,000
433,000	1,369E-5
433,100	0,000
433,200	0,000
433,300	1,369E-5
433,400	1,369E-5
433,500	0,000
433,600	0,000
433,700	0,000
433,800	1,369E-5
433,900	1,369E-5
434,000	1,369E-5
434,100	1,369E-5
434,200	1,369E-5
434,300	1,369E-5
434,400	1,369E-5
434,500	0,000
434,600	2,737E-5
434,700	1,369E-5
434,800	1,369E-5
434,900	1,369E-5
435,000	1,369E-5
435,100	1,369E-5
435,200	1,369E-5
435,300	1,369E-5
435,400	1,369E-5
435,500	1,369E-5
435,600	1,369E-5
435,700	1,369E-5
435,800	0,000
435,900	1,369E-5
436,000	1,369E-5
436,100	1,369E-5
436,200	1,369E-5
436,300	1,369E-5
436,400	1,369E-5
436,500	0,000
436,600	1,369E-5
436,700	1,369E-5
436,800	1,369E-5
436,900	1,369E-5
437,000	1,369E-5
437,100	0,000
437,200	1,642E-5
437,300	1,369E-5
437,400	1,369E-5
437,500	1,369E-5
437,600	1,369E-5
437,700	1,369E-5
437,800	1,369E-5
437,900	1,369E-5
438,000	1,369E-5
438,100	1,369E-5
438,200	1,369E-5
438,300	1,369E-5
438,400	1,369E-5
438,500	1,369E-5
438,600	1,369E-5
438,700	1,369E-5
438,800	1,369E-5
438,900	1,369E-5
439,000	1,369E-5
439,100	0,000
439,200	1,369E-5
439,300	1,369E-5
439,400	1,369E-5
439,500	1,369E-5
439,600	1,369E-5
439,700	1,369E-5
439,800	1,369E-5
439,900	1,369E-5
440,000	1,369E-5
440,100	0,000
440,200	1,369E-5
440,300	1,369E-5
440,400	1,369E-5
440,500	1,369E-5
440,600	1,369E-5
440,700	0,000
440,800	1,369E-5
440,900	1,369E-5
441,000	1,642E-5
441,100	1,369E-5
441,200	1,369E-5
441,300	1,369E-5
