Power, Run #1
Time ( s )	Input Power ( W )
371,000	1,642E-5
371,100	1,369E-5
371,200	1,642E-5
371,300	1,642E-5
371,400	1,642E-5
371,500	1,369E-5
371,600	1,642E-5
371,700	0,000
371,800	1,642E-5
371,900	0,000
372,000	0,000
372,100	1,369E-5
372,200	1,642E-5
372,300	1,642E-5
372,400	1,642E-5
372,500	1,642E-5
372,600	1,642E-5
372,700	1,642E-5
372,800	1,642E-5
372,900	1,642E-5
373,000	1,642E-5
373,100	0,000
373,200	1,642E-5
373,300	1,642E-5
373,400	0,000
373,500	1,642E-5
373,600	0,000
373,700	1,642E-5
373,800	1,642E-5
373,900	1,642E-5
374,000	1,642E-5
374,100	0,000
374,200	0,000
374,300	0,000
374,400	1,642E-5
374,500	0,000
374,600	0,000
374,700	1,642E-5
374,800	1,642E-5
374,900	1,642E-5
375,000	1,642E-5
375,100	1,642E-5
375,200	1,369E-5
375,300	1,369E-5
375,400	0,000
375,500	1,642E-5
375,600	0,000
375,700	1,642E-5
375,800	1,369E-5
375,900	1,642E-5
376,000	1,642E-5
376,100	1,369E-5
376,200	1,642E-5
376,300	0,000
376,400	0,000
376,500	1,369E-5
376,600	0,000
376,700	1,642E-5
376,800	1,642E-5
376,900	1,642E-5
377,000	1,642E-5
377,100	0,000
377,200	0,000
377,300	1,369E-5
377,400	1,369E-5
377,500	1,642E-5
377,600	0,000
377,700	0,000
377,800	0,000
377,900	0,000
378,000	1,369E-5
378,100	0,000
378,200	1,642E-5
378,300	1,642E-5
378,400	0,000
378,500	1,369E-5
378,600	0,000
378,700	1,642E-5
378,800	1,642E-5
378,900	1,642E-5
379,000	1,642E-5
379,100	0,000
379,200	1,642E-5
379,300	1,369E-5
379,400	0,000
379,500	0,000
379,600	1,642E-5
379,700	0,000
379,800	1,369E-5
379,900	0,000
380,000	1,642E-5
380,100	0,000
380,200	1,369E-5
380,300	1,642E-5
380,400	1,642E-5
380,500	0,000
380,600	0,000
380,700	1,642E-5
380,800	1,369E-5
380,900	0,000
381,000	0,000
381,100	0,000
381,200	0,000
381,300	1,369E-5
381,400	0,000
381,500	0,000
381,600	0,000
381,700	1,369E-5
381,800	1,369E-5
381,900	1,642E-5
382,000	0,000
382,100	0,000
382,200	0,000
382,300	0,000
382,400	0,000
382,500	0,000
382,600	1,642E-5
382,700	1,369E-5
382,800	0,000
382,900	0,000
383,000	1,642E-5
383,100	0,000
383,200	0,000
383,300	1,642E-5
383,400	1,369E-5
383,500	0,000
383,600	0,000
383,700	1,369E-5
383,800	1,369E-5
383,900	1,642E-5
384,000	1,369E-5
384,100	0,000
384,200	1,369E-5
384,300	1,369E-5
384,400	1,642E-5
384,500	1,369E-5
384,600	0,000
384,700	0,000
384,800	1,642E-5
384,900	0,000
385,000	1,369E-5
385,100	0,000
385,200	1,642E-5
385,300	1,642E-5
385,400	1,369E-5
385,500	1,369E-5
385,600	1,642E-5
385,700	1,642E-5
385,800	1,369E-5
385,900	0,000
386,000	1,369E-5
386,100	0,000
386,200	1,642E-5
386,300	1,369E-5
386,400	1,642E-5
386,500	1,369E-5
386,600	1,369E-5
386,700	0,000
386,800	0,000
386,900	1,642E-5
387,000	0,000
387,100	0,000
387,200	1,369E-5
387,300	1,369E-5
387,400	1,642E-5
387,500	0,000
387,600	1,642E-5
387,700	1,642E-5
387,800	1,642E-5
387,900	1,642E-5
388,000	0,000
388,100	0,000
388,200	1,642E-5
388,300	1,369E-5
388,400	1,642E-5
388,500	1,642E-5
388,600	1,369E-5
388,700	0,000
388,800	1,642E-5
388,900	0,000
389,000	0,000
389,100	0,000
389,200	1,642E-5
389,300	1,369E-5
389,400	0,000
389,500	0,000
389,600	1,369E-5
389,700	1,369E-5
389,800	0,000
389,900	1,369E-5
390,000	0,000
390,100	1,369E-5
390,200	1,369E-5
390,300	1,369E-5
390,400	1,369E-5
390,500	1,369E-5
390,600	0,000
390,700	1,369E-5
390,800	1,369E-5
390,900	1,369E-5
391,000	0,000
391,100	1,369E-5
391,200	1,642E-5
391,300	1,642E-5
391,400	1,642E-5
391,500	1,369E-5
391,600	1,642E-5
391,700	0,000
391,800	1,642E-5
391,900	1,369E-5
392,000	0,000
392,100	0,000
392,200	0,000
392,300	1,642E-5
392,400	1,642E-5
392,500	1,369E-5
392,600	1,369E-5
392,700	1,642E-5
392,800	1,369E-5
392,900	0,000
393,000	0,000
393,100	0,000
393,200	1,369E-5
393,300	1,369E-5
393,400	1,369E-5
393,500	1,369E-5
393,600	1,369E-5
393,700	1,369E-5
393,800	1,369E-5
393,900	0,000
394,000	1,369E-5
394,100	1,369E-5
394,200	1,369E-5
394,300	1,642E-5
394,400	0,000
394,500	1,369E-5
394,600	1,369E-5
394,700	1,642E-5
394,800	1,369E-5
394,900	1,369E-5
395,000	0,000
395,100	1,369E-5
395,200	1,642E-5
395,300	1,369E-5
395,400	0,000
395,500	0,000
395,600	1,369E-5
395,700	1,369E-5
395,800	0,000
395,900	1,642E-5
396,000	1,369E-5
396,100	0,000
396,200	1,642E-5
396,300	1,642E-5
396,400	1,642E-5
396,500	1,369E-5
396,600	1,369E-5
396,700	0,000
396,800	1,369E-5
396,900	1,642E-5
397,000	1,369E-5
397,100	1,369E-5
397,200	1,369E-5
397,300	1,642E-5
397,400	1,369E-5
397,500	1,369E-5
397,600	1,369E-5
397,700	0,000
397,800	1,369E-5
397,900	0,000
398,000	1,369E-5
398,100	0,000
398,200	1,369E-5
398,300	1,642E-5
398,400	0,000
398,500	1,369E-5
398,600	1,369E-5
398,700	1,642E-5
398,800	1,369E-5
398,900	1,369E-5
399,000	1,642E-5
399,100	1,369E-5
399,200	1,369E-5
399,300	1,642E-5
399,400	1,369E-5
399,500	1,642E-5
399,600	1,369E-5
399,700	1,642E-5
399,800	1,642E-5
399,900	1,369E-5
400,000	1,369E-5
400,100	1,369E-5
400,200	1,642E-5
400,300	0,000
400,400	1,642E-5
400,500	0,000
400,600	1,369E-5
400,700	1,369E-5
400,800	1,369E-5
400,900	1,369E-5
401,000	1,369E-5
401,100	0,000
401,200	1,642E-5
401,300	1,369E-5
401,400	1,642E-5
401,500	1,369E-5
401,600	0,000
401,700	1,369E-5
401,800	1,369E-5
401,900	1,369E-5
402,000	1,369E-5
402,100	1,369E-5
402,200	1,369E-5
402,300	1,642E-5
402,400	1,369E-5
402,500	1,369E-5
402,600	1,642E-5
402,700	0,000
402,800	1,642E-5
402,900	1,642E-5
403,000	1,369E-5
403,100	1,369E-5
403,200	1,369E-5
403,300	1,369E-5
403,400	1,642E-5
403,500	1,369E-5
403,600	1,642E-5
403,700	1,369E-5
403,800	1,369E-5
403,900	0,000
404,000	1,369E-5
404,100	1,369E-5
404,200	1,369E-5
404,300	1,369E-5
404,400	1,642E-5
404,500	1,369E-5
404,600	1,642E-5
404,700	1,369E-5
404,800	1,369E-5
404,900	1,369E-5
405,000	1,369E-5
405,100	1,642E-5
405,200	1,642E-5
405,300	1,369E-5
405,400	1,369E-5
405,500	1,369E-5
405,600	1,369E-5
405,700	1,369E-5
405,800	1,369E-5
405,900	1,642E-5
406,000	0,000
406,100	1,369E-5
406,200	1,369E-5
406,300	1,369E-5
406,400	1,642E-5
406,500	1,642E-5
406,600	1,369E-5
406,700	1,369E-5
406,800	1,369E-5
406,900	1,642E-5
407,000	1,369E-5
407,100	1,369E-5
407,200	1,369E-5
407,300	0,000
407,400	1,369E-5
407,500	1,369E-5
407,600	1,369E-5
407,700	1,369E-5
407,800	1,369E-5
407,900	1,369E-5
408,000	1,369E-5
408,100	1,369E-5
408,200	0,000
408,300	1,369E-5
408,400	1,369E-5
408,500	1,642E-5
408,600	1,369E-5
408,700	1,642E-5
408,800	1,369E-5
408,900	1,369E-5
409,000	1,369E-5
409,100	1,369E-5
409,200	1,369E-5
409,300	1,369E-5
409,400	1,369E-5
409,500	2,737E-5
409,600	1,369E-5
409,700	1,369E-5
409,800	1,642E-5
409,900	3,285E-5
410,000	1,369E-5
410,100	1,369E-5
410,200	1,369E-5
410,300	1,369E-5
410,400	1,369E-5
410,500	1,369E-5
410,600	1,369E-5
410,700	1,369E-5
410,800	1,369E-5
410,900	1,369E-5
411,000	1,369E-5
411,100	1,642E-5
411,200	1,369E-5
411,300	1,369E-5
411,400	1,642E-5
411,500	2,737E-5
411,600	1,642E-5
411,700	1,369E-5
411,800	1,369E-5
411,900	1,642E-5
412,000	1,642E-5
412,100	1,369E-5
412,200	1,369E-5
412,300	1,369E-5
412,400	1,642E-5
412,500	1,642E-5
412,600	1,369E-5
412,700	1,369E-5
412,800	1,369E-5
412,900	1,369E-5
413,000	1,369E-5
413,100	1,369E-5
413,200	1,369E-5
413,300	1,369E-5
413,400	1,369E-5
413,500	1,369E-5
413,600	1,369E-5
413,700	1,369E-5
413,800	1,369E-5
413,900	2,737E-5
414,000	1,369E-5
414,100	1,642E-5
414,200	1,642E-5
414,300	1,369E-5
414,400	1,369E-5
414,500	1,369E-5
414,600	0,000
414,700	1,642E-5
414,800	1,369E-5
414,900	1,369E-5
415,000	1,642E-5
415,100	1,369E-5
415,200	1,369E-5
415,300	1,369E-5
415,400	1,642E-5
415,500	1,642E-5
415,600	1,369E-5
415,700	1,369E-5
415,800	1,642E-5
415,900	0,000
416,000	1,369E-5
416,100	1,369E-5
416,200	2,737E-5
416,300	1,369E-5
416,400	1,369E-5
416,500	1,369E-5
416,600	1,642E-5
416,700	3,285E-5
416,800	1,642E-5
416,900	1,369E-5
417,000	1,369E-5
417,100	1,369E-5
417,200	1,369E-5
417,300	1,369E-5
417,400	1,369E-5
417,500	1,642E-5
417,600	1,642E-5
